2019-02-15 12:22:26 INFO  Main:154 - {event_name =ONBOARDING_SUCCESS, reason_code =3, level=INFO, logging_source =AKOYA_ACCESS, fi_id =FIDELITY, customer_id =93, fs_id =FS_7, fintech_id =AGGR1}
2019-02-15 12:34:58 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =5, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =466, fs_id =FS_4, fintech_id =AGGR2}
2019-02-15 12:34:58 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =5, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =383, fs_id =FS_1, fintech_id =AGGR2}
2019-02-15 12:34:58 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =231, fs_id =FS_2, fintech_id =INTUIT}
2019-02-15 12:34:58 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =5, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =220, fs_id =FS_10, fintech_id =INTUIT}
2019-02-15 12:34:58 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =3, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =122, fs_id =FS_10, fintech_id =AGGR2}
2019-02-15 12:34:58 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =414, fs_id =FS_10, fintech_id =AGGR1}
2019-02-15 12:34:58 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =2, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =374, fs_id =FS_10, fintech_id =AGGR1}
2019-02-15 12:34:58 INFO  Main:154 - {event_name =TOKEN_RENEWAL_FAILURE, reason_code =5, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =95, fs_id =FS_5, fintech_id =AGGR1}
2019-02-15 12:34:58 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =2, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =77, fs_id =FS_4, fintech_id =INTUIT}
2019-02-15 12:34:58 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =175, fs_id =FS_7, fintech_id =INTUIT}
2019-02-15 14:12:29 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =391, fs_id =FS_4, fintech_id =AGGR1}
2019-02-15 14:12:29 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =5, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =467, fs_id =FS_7, fintech_id =INTUIT}
2019-02-15 14:12:29 INFO  Main:154 - {event_name =ONBOARDING_SUCCESS, reason_code =5, level=INFO, logging_source =AKOYA_ACCESS, fi_id =WELLSFARGO, customer_id =198, fs_id =FS_6, fintech_id =AGGR1}
2019-02-15 14:12:29 INFO  Main:154 - {event_name =ONBOARDING_SUCCESS, reason_code =1, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =73, fs_id =FS_10, fintech_id =AGGR2}
2019-02-15 14:12:29 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =1, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =290, fs_id =FS_9, fintech_id =AGGR1}
2019-02-15 14:12:29 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =1, level=INFO, logging_source =OCID, fi_id =BOA, customer_id =39, fs_id =FS_7, fintech_id =AGGR2}
2019-02-15 14:12:29 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =3, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =479, fs_id =FS_6, fintech_id =AGGR1}
2019-02-15 14:12:29 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =5, level=INFO, logging_source =AKOYA_ACCESS, fi_id =WELLSFARGO, customer_id =360, fs_id =FS_7, fintech_id =AGGR2}
2019-02-15 14:12:29 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =5, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =441, fs_id =FS_8, fintech_id =AGGR1}
2019-02-15 14:12:29 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =3, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =386, fs_id =FS_5, fintech_id =INTUIT}
2019-02-15 14:12:29 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =259, fs_id =FS_5, fintech_id =INTUIT}
2019-02-15 14:12:29 INFO  Main:154 - {event_name =TOKEN_RENEWAL_FAILURE, reason_code =3, level=INFO, logging_source =AKOYA_ACCESS, fi_id =FIDELITY, customer_id =349, fs_id =FS_3, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =261, fs_id =FS_7, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =3, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =379, fs_id =FS_4, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =2, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =485, fs_id =FS_3, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_SUCCESS, reason_code =4, level=INFO, logging_source =AKOYA_ACCESS, fi_id =FIDELITY, customer_id =124, fs_id =FS_10, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_SUCCESS, reason_code =1, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =290, fs_id =FS_8, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_SUCCESS, reason_code =2, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =339, fs_id =FS_1, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_FAILURE, reason_code =5, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =107, fs_id =FS_9, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =2, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =285, fs_id =FS_4, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =2, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =183, fs_id =FS_10, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =2, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =411, fs_id =FS_6, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_FAILURE, reason_code =2, level=INFO, logging_source =OCID, fi_id =BOA, customer_id =106, fs_id =FS_9, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =4, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =406, fs_id =FS_10, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_FAILURE, reason_code =5, level=INFO, logging_source =AKOYA_ACCESS, fi_id =WELLSFARGO, customer_id =198, fs_id =FS_10, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =4, level=INFO, logging_source =AKOYA_ACCESS, fi_id =WELLSFARGO, customer_id =475, fs_id =FS_5, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =2, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =474, fs_id =FS_7, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =5, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =150, fs_id =FS_8, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =269, fs_id =FS_4, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =3, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =276, fs_id =FS_10, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =360, fs_id =FS_9, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =444, fs_id =FS_4, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =1, level=INFO, logging_source =OCID, fi_id =FIDELITY, customer_id =342, fs_id =FS_9, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =4, level=INFO, logging_source =OCID, fi_id =FIDELITY, customer_id =96, fs_id =FS_8, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_FAILURE, reason_code =1, level=INFO, logging_source =AKOYA_ACCESS, fi_id =WELLSFARGO, customer_id =482, fs_id =FS_2, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =5, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =185, fs_id =FS_10, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =221, fs_id =FS_3, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_FAILURE, reason_code =1, level=INFO, logging_source =AKOYA_ACCESS, fi_id =WELLSFARGO, customer_id =62, fs_id =FS_5, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =5, level=INFO, logging_source =OCID, fi_id =FIDELITY, customer_id =330, fs_id =FS_2, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_FAILURE, reason_code =3, level=INFO, logging_source =AKOYA_ACCESS, fi_id =WELLSFARGO, customer_id =220, fs_id =FS_2, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =5, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =167, fs_id =FS_9, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =367, fs_id =FS_6, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =274, fs_id =FS_7, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =4, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =214, fs_id =FS_10, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =314, fs_id =FS_7, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =3, level=INFO, logging_source =OCID, fi_id =FIDELITY, customer_id =387, fs_id =FS_1, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =1, level=INFO, logging_source =OCID, fi_id =BOA, customer_id =219, fs_id =FS_1, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =3, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =360, fs_id =FS_6, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =1, level=INFO, logging_source =OCID, fi_id =BOA, customer_id =256, fs_id =FS_9, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =1, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =131, fs_id =FS_7, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =140, fs_id =FS_8, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =2, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =432, fs_id =FS_4, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =3, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =490, fs_id =FS_9, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =385, fs_id =FS_6, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =5, level=INFO, logging_source =OCID, fi_id =FIDELITY, customer_id =352, fs_id =FS_9, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =226, fs_id =FS_6, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_FAILURE, reason_code =4, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =118, fs_id =FS_5, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =2, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =44, fs_id =FS_4, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =1, level=INFO, logging_source =OCID, fi_id =BOA, customer_id =22, fs_id =FS_6, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_FAILURE, reason_code =4, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =230, fs_id =FS_10, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_FAILURE, reason_code =3, level=INFO, logging_source =OCID, fi_id =BOA, customer_id =17, fs_id =FS_6, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =4, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =331, fs_id =FS_2, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_SUCCESS, reason_code =2, level=INFO, logging_source =OCID, fi_id =FIDELITY, customer_id =415, fs_id =FS_3, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =2, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =82, fs_id =FS_9, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_FAILURE, reason_code =5, level=INFO, logging_source =AKOYA_ACCESS, fi_id =BOA, customer_id =399, fs_id =FS_6, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =4, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =407, fs_id =FS_4, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =3, level=INFO, logging_source =AKOYA_ACCESS, fi_id =FIDELITY, customer_id =494, fs_id =FS_7, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =435, fs_id =FS_4, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =431, fs_id =FS_1, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =4, level=INFO, logging_source =OCID, fi_id =BOA, customer_id =308, fs_id =FS_10, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =5, level=INFO, logging_source =AKOYA_ACCESS, fi_id =WELLSFARGO, customer_id =438, fs_id =FS_7, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =270, fs_id =FS_4, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =3, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =275, fs_id =FS_1, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =5, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =187, fs_id =FS_7, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =4, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =266, fs_id =FS_6, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =450, fs_id =FS_4, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =5, level=INFO, logging_source =AKOYA_ACCESS, fi_id =FIDELITY, customer_id =119, fs_id =FS_9, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =1, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =472, fs_id =FS_1, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =2, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =124, fs_id =FS_4, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =5, level=INFO, logging_source =AKOYA_ACCESS, fi_id =FIDELITY, customer_id =488, fs_id =FS_9, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_SUCCESS, reason_code =4, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =453, fs_id =FS_5, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =317, fs_id =FS_10, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =BOA, customer_id =417, fs_id =FS_6, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =1, level=INFO, logging_source =AKOYA_ACCESS, fi_id =WELLSFARGO, customer_id =459, fs_id =FS_2, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =4, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =488, fs_id =FS_10, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =3, level=INFO, logging_source =FA_DASHBOARD, fi_id =WELLSFARGO, customer_id =79, fs_id =FS_2, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =4, level=INFO, logging_source =OCID, fi_id =FIDELITY, customer_id =302, fs_id =FS_9, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =2, level=INFO, logging_source =AKOYA_ACCESS, fi_id =WELLSFARGO, customer_id =361, fs_id =FS_1, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =ONBOARDING_FAILURE, reason_code =5, level=INFO, logging_source =OCID, fi_id =WELLSFARGO, customer_id =290, fs_id =FS_4, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =5, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =27, fs_id =FS_3, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =145, fs_id =FS_9, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =449, fs_id =FS_3, fintech_id =AGGR1}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =TOKEN_RENEWAL_SUCCESS, reason_code =3, level=INFO, logging_source =AKOYA_ACCESS, fi_id =FIDELITY, customer_id =324, fs_id =FS_4, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =AUTHENTICATION_TOKEN_EXPIRED, reason_code =1, level=INFO, logging_source =OCID, fi_id =FIDELITY, customer_id =81, fs_id =FS_3, fintech_id =INTUIT}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =CHANGED_DATA_ELEMENT, reason_code =4, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =345, fs_id =FS_3, fintech_id =AGGR2}
2019-02-15 14:15:12 INFO  Main:154 - {event_name =REMOVED_ACCT_ACCESS, reason_code =2, level=INFO, logging_source =FA_DASHBOARD, fi_id =FIDELITY, customer_id =130, fs_id =FS_1, fintech_id =AGGR2}
